"indicateur","sexe","région","diplôme","groupe-d-age","Unit","Date","Value"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Plateau Central","Non concerné","Non concerné","Nombre","2022","83"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2019","35"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2020","167"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2021","17"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2022","18"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","68"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","440"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","31"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","76"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2019","1694"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2020","9414"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2021","1166"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2022","1379"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2019","91"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2020","651"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2021","102"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2022","107"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2019","41"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2020","334"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2021","51"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2022","37"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2019","940"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2020","3608"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2021","575"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2022","762"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2019","43"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2020","790"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2021","48"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2022","45"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2019","54"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2020","355"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2021","42"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2022","40"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2019","49"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2020","376"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2021","38"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2022","48"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2019","28"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2020","288"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2021","42"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2022","42"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2019","29"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2020","267"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2021","24"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2022","26"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2019","227"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2020","1457"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2021","135"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2022","116"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2019","57"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2020","374"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2021","40"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2022","45"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2019","79"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2020","512"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2021","45"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2022","61"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2019","25"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2020","115"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2021","4"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2022","11"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","31"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","287"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","20"
"Effectif des bénéficiaires des projets financés (par le FAPE, le FASI, le FAIJ et JOB BOOSTER)par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","39"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2018","281"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2019","629"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2020","8170"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2021","869"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Ensemble","Non concerné","Non concerné","Nombre","2022","493"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2018","9"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2019","16"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2020","356"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2021","62"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2022","43"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Cascades","Non concerné","Non concerné","Nombre","2018","25"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Cascades","Non concerné","Non concerné","Nombre","2019","38"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Cascades","Non concerné","Non concerné","Nombre","2020","382"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Cascades","Non concerné","Non concerné","Nombre","2021","28"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Cascades","Non concerné","Non concerné","Nombre","2022","15"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre","Non concerné","Non concerné","Nombre","2018","81"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre","Non concerné","Non concerné","Nombre","2019","238"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre","Non concerné","Non concerné","Nombre","2020","2997"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre","Non concerné","Non concerné","Nombre","2021","336"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre","Non concerné","Non concerné","Nombre","2022","153"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2018","11"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2019","43"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2020","808"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2021","46"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Est","Non concerné","Non concerné","Nombre","2022","17"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2018","1"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2019","10"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2020","158"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2021","18"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Nord","Non concerné","Non concerné","Nombre","2022","18"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2018","23"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2019","19"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2020","228"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2021","38"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Ouest","Non concerné","Non concerné","Nombre","2022","23"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2018","26"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2019","7"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2020","222"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2021","42"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Centre-Sud","Non concerné","Non concerné","Nombre","2022","27"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Est","Non concerné","Non concerné","Nombre","2018","2"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Est","Non concerné","Non concerné","Nombre","2019","7"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Est","Non concerné","Non concerné","Nombre","2020","190"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Est","Non concerné","Non concerné","Nombre","2021","25"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Est","Non concerné","Non concerné","Nombre","2022","20"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2018","59"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2019","168"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2020","2041"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2021","116"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2022","36"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Nord","Non concerné","Non concerné","Nombre","2018","22"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Nord","Non concerné","Non concerné","Nombre","2019","32"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Nord","Non concerné","Non concerné","Nombre","2020","257"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Nord","Non concerné","Non concerné","Nombre","2021","42"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Nord","Non concerné","Non concerné","Nombre","2022","38"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Plateau Central","Non concerné","Non concerné","Nombre","2018","14"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Plateau Central","Non concerné","Non concerné","Nombre","2019","19"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Plateau Central","Non concerné","Non concerné","Nombre","2020","230"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Plateau Central","Non concerné","Non concerné","Nombre","2021","20"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Plateau Central","Non concerné","Non concerné","Nombre","2022","32"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sahel","Non concerné","Non concerné","Nombre","2018","3"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sahel","Non concerné","Non concerné","Nombre","2019","6"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sahel","Non concerné","Non concerné","Nombre","2020","112"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sahel","Non concerné","Non concerné","Nombre","2021","12"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sahel","Non concerné","Non concerné","Nombre","2022","5"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2018","5"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","26"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","189"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","84"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","66"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Ensemble","Non concerné","Non concerné","Nombre","2018","983"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Ensemble","Non concerné","Non concerné","Nombre","2019","2025"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Ensemble","Non concerné","Non concerné","Nombre","2020","16522"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Ensemble","Non concerné","Non concerné","Nombre","2021","2068"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Ensemble","Non concerné","Non concerné","Nombre","2022","1431"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2018","34"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2019","78"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2020","774"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2021","168"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2022","135"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Cascades","Non concerné","Non concerné","Nombre","2018","79"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Cascades","Non concerné","Non concerné","Nombre","2019","150"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Cascades","Non concerné","Non concerné","Nombre","2020","870"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Cascades","Non concerné","Non concerné","Nombre","2021","70"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Cascades","Non concerné","Non concerné","Nombre","2022","47"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre","Non concerné","Non concerné","Nombre","2018","346"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre","Non concerné","Non concerné","Nombre","2019","823"
